1121,6314
89,7598
8720,2089
4896,5741
3852,1092
3432,5486
2675,4662
4447,3678
5592,1766
9911,402
3582,8194
5892,4647
194,1705
4334,1222
784,5243
3164,6133
1163,1218
9115,2197
7798,2595
9815,1378
3341,999
3719,3864
2678,9100
1530,9195
2884,5128
813,2229
5942,2868
1756,4250
847,5695
1247,8699
4487,2593
1246,1912
7668,2740
3437,4687
1927,8093
8477,2679
4734,8202
1306,1838
165,8742
8403,3197
5671,1486
5358,4648
8079,3442
5064,7275
8272,4449
6116,4349
6793,6449
8859,2892
8668,1029
2509,5134
6068,3744
8671,1902
9768,1718
2953,61
4768,2239
4402,3888
8705,1888
5999,2493
7504,853
2986,4404
2404,5866
2737,886
1721,4286
3285,3078
7103,298
7802,4234
8707,4812
9367,750
6451,4127
7409,1935
809,8306
1466,5064
1765,4983
213,9369
4690,8763
5864,729
2259,5318
5908,5884
7448,5650
8502,4272
4794,2297
1896,6054
6020,1996
9113,2055
2213,429
5619,5337
357,6474
2067,6109
1089,8897
952,7065
3770,1798
4102,602
9214,3820
8846,3055
4345,4743
5573,1452
2173,863
1395,7055
2039,2710
6262,3075
4575,6178
7572,151
4441,4739
6191,1517
5143,6535
3356,862
3048,3357
6143,3390
5989,6705
3042,1804
2171,3489
5385,3583
881,2612
3795,931
8524,3897
4247,1665
4742,6095
6607,2134
70,426
1114,1235
1109,7470
1743,5522
3717,1784
9277,2249
9266,1594
1064,5072
3237,2324
7620,2833
4895,3274
2562,1420
2495,1085
2847,3073
4275,3789
7030,2961
1925,3502
5892,367
694,2652
4792,5053
7310,3839
7421,1382
2669,670
1499,3634
3493,6807
5691,1428
5315,2646
2761,5165
164,917
3592,7272
5406,2142
3972,8565
4615,121
9475,1085
2048,6737
7514,2008
4629,4369
4653,5492
3595,3867
5363,5249
7743,2457
4755,126
5072,6367
4236,8367
1618,1558
3022,7155
5110,7344
563,4678
5501,3555
2442,1197
4616,6681
4441,7042
4371,6930
5324,599
6032,3705
5517,7786
7960,3723
8249,261
8767,548
1475,5571
7061,4272
4945,3136
404,2712
1932,9403
92,2186
66,2392
4183,6973
9103,2733
2031,8625
906,8867
2589,3289
8201,210
7662,687
7452,4926
3751,4556
7581,1034
398,2946
8929,4309
926,7127
8386,4452
7627,5433
3513,8922
6334,3069
693,9361
1202,4346
8641,3621
3700,2718
6027,6654
7695,873
927,2105
8495,2052
680,3298
6912,493
4755,7460
343,2347
7,7034
8095,4746
1810,1203
5363,417
146,6957
9899,301
4859,5867
8273,5531
8431,4315
5646,1945
4562,3683
1262,960
7968,6001
6481,6206
640,3905
4648,3759
3381,2461
4965,3346
106,4637
886,5170
5715,3908
352,6450
5361,2056
1955,6783
2305,550
3334,2339
9409,1430
5760,6021
3963,283
850,4580
1363,8735
9980,453
3862,2505
2548,6687
9250,1194
91,4699
4003,160
6298,1819
2595,2062
7085,58
7690,5669
7900,5203
5334,595
1215,5224
2331,343
4638,1053
2204,8612
6477,4987
1777,190
962,4640
3439,575
8622,1465
194,2373
7983,2047
3053,8791
5137,7169
4160,7744
6443,322
6108,1936
1711,1315
879,9455
5993,1979
5371,5319
5468,2323
5688,6698
5703,2781
5048,4813
3192,4908
8124,674
6523,4157
7537,1880
2840,6432
2851,8855
2675,5733
5490,6857
797,8722
7080,2512
3031,9063
1088,7072
803,8271
5111,1291
991,7109
4187,4019
7767,3971
100,5197
1040,1896
8780,3757
4037,4399
5337,3839
708,4514
338,2315
1729,8160
1932,2762
7962,4108
1152,1338
7061,2841
320,154
3984,5752
1628,3853
3545,5992
957,543
3572,4039
4190,3379
3149,6307
1607,9809
7042,670
6263,1587
8371,4581
2330,7293
4865,6606
266,7028
2251,7321
4085,2141
8055,4698
275,8984
6350,2866
3944,6586
2984,2777
1417,9324
3886,9158
1572,2231
7508,765
5091,8548
4676,7662
2926,8335
3472,2994
6261,5322
1213,1231
5995,6551
2588,2187
1187,6276
5770,7335
291,7539
1392,2571
5016,1840
1683,5006
3923,209
956,5251
5335,2292
2298,6536
3279,3424
1733,8791
4827,4484
1537,2479
917,4088
7542,943
2137,9317
4423,7570
4084,4306
2210,325
8987,2507
717,6547
7890,2120
8152,1261
9488,573
2844,2793
4710,6021
5519,5970
3199,3358
9180,2259
59,9561
6085,7413
6604,6792
7117,930
1442,3049
3715,1455
2280,6673
7907,4183
8127,1167
1287,818
7434,3564
51,8883
3406,7466
3715,1465
1173,8678
3930,4520
959,9543
900,2140
3034,1561
5874,3728
8736,3616
5017,5077
4694,6203
5178,7049
8266,353
7446,4887
4050,457
2915,2099
114,437
5621,6803
3692,5319
4782,6026
58,459
5589,1978
4749,8331
1464,2495
3535,4067
8729,1265
617,7544
4892,4911
5153,4832
2273,661
3186,7009
3701,6837
1834,7403
9468,755
8212,5656
2198,8599
1810,3458
109,570
2482,1626
1042,5815
5482,4269
299,5986
3913,5040
4808,4400
4521,8871
4416,1004
4000,4216
2840,2959
4636,2679
1481,9855
5345,4715
6685,2648
3247,8218
7497,373
3149,6890
4122,7006
2855,4499
2465,9029
5987,7908
8027,3892
4659,4651
1631,6090
1860,5443
2851,4400
8224,1426
5313,227
6268,4139
1570,5159
1300,2445
344,3897
2760,8251
1549,6727
916,5110
2253,5995
8040,3360
4008,7180
2715,7089
3629,1779
3410,7495
482,887
5519,8249
669,1570
1857,4210
1573,7992
7157,3071
5761,427
5767,1451
3312,5490
853,7028
6255,2054
911,6351
3199,2552
4062,1055
3318,8700
1870,6750
232,7679
1457,3194
3692,6643
3521,4843
3980,7797
6962,4587
6919,4282
4031,396
8200,4523
243,534
6332,7733
1433,5131
1378,5013
4945,2122
7521,619
2252,7924
1189,1995
978,320
7194,4917
1343,9350
8291,3356
2869,3611
5809,1320
295,7058
4367,6891
1289,9386
938,3247
752,9949
1236,8049
5085,6607
583,1015
911,7074
3732,6643
2645,1138
7537,1475
6863,1381
1038,3179
4305,4662
8001,5847
7560,761
6642,3792
7347,2008
4968,7950
4027,2573
6153,2072
6624,2538
6873,1288
88,4195
2478,1154
2564,4713
8084,3288
849,6514
6255,7099
3190,8351
3306,7653
834,3275
5952,6432
7576,451
7265,2807
6847,3355
3986,2470
6,2783
2197,4006
362,8708
4520,6962
611,2834
9431,986
4744,3601
2899,7786
4359,4655
3964,6641
6942,5619
2096,4715
3420,3891
9696,2441
4771,4543
3866,7400
301,5811
2996,2537
89,1135
8664,2023
2216,2666
956,9406
6255,3143
2849,3653
8441,2404
705,3237
2638,8321
1157,9870
5084,1258
5680,2984
4598,5525
3979,6556
1838,9823
3530,3822
8039,2291
7842,3004
938,6453
7394,1791
6517,2806
7115,4138
2579,2957
6631,5909
929,8284
1979,1869
6385,6770
421,6496
8158,4653
5738,2850
6334,715
4377,8963
9322,1189
170,1767
2687,2215
3776,4305
4908,8213
5484,4224
5236,568
6370,312
3783,6692
1187,4961
5216,1216
1341,8197
6522,5260
4004,8632
5146,530
2311,6176
1414,5114
7140,4413
1970,3648
3493,404
4084,7708
3959,3309
6919,1783
8151,1730
315,1605
4886,3213
3731,8741
8064,2350
7547,4603
5198,2906
4659,671
2927,323
5476,7669
9008,4321
2204,158
3015,6941
7666,2792
2799,3091
658,8101
5889,2535
972,491
1101,5145
1284,931
1935,5006
7232,5015
7224,4865
1930,6029
911,4664
7078,4280
3070,7697
715,720
7429,2154
6870,4748
4889,7272
3149,1132
3394,2005
3026,4374
4615,6048
5772,1440
49,1728
6891,4753
5421,2044
8798,4661
8351,281
8146,3140
4939,6022
8889,1062
5373,2032
2508,7942
365,6411
151,9317
8741,3384
194,9440
270,9309
1684,8706
3469,1984
515,9579
406,8812
4530,2520
2314,8408
5361,8338
3517,1761
8804,3072
1635,6707
714,8326
2332,6104
5682,5997
45,9989
3770,5228
3928,9119
7555,1565
5030,8613
4124,2292
3200,8117
414,3375
2022,2955
7224,4996
6000,6438
4084,516
5359,2617
5172,5689
3149,4752
7387,1410
3676,8156
2797,2891
766,1598
4679,5073
2205,184
8351,3044
1159,1114
5023,1201
7716,746
2273,6039
4077,2325
5360,6926
2344,3451
1035,1405
1632,1487
408,7655
18,5332
3993,3285
334,291
1305,3917
7098,6338
2532,5815
3008,1874
4586,4530
3805,1066
2584,9574
4845,7500
5466,6829
1576,3876
8575,4994
956,2534
4530,8805
6209,1698
5850,1306
4729,6907
4930,7428
4754,5075
1659,7465
6828,3561
337,5835
8137,4668
2292,9068
7985,3675
9281,953
4622,2243
5763,4307
6350,1687
4115,2371
3361,5389
6735,2151
1906,3730
5694,3337
489,4099
4650,1024
5711,383
5972,7344
2207,7844
60,2388
7853,4328
4504,3921
795,781
8282,5468
4347,3741
5499,6040
3544,288
5343,4495
2719,3063
2464,8353
3235,2660
6516,924
5010,5601
4639,6753
6509,1070
4438,6369
5115,1139
127,9587
1772,2844
5025,7338
7484,3799
2609,9569
4088,4341
2810,7790
3824,1249
2635,2948
1757,8616
4109,51
7035,6210
1010,3325
1973,2892
5593,7479
6036,6437
2305,5882
8212,344
482,5722
2864,1764
3670,8867
3620,5512
3452,7439
3229,3964
3267,5557
2317,1763
6880,927
5273,7135
2163,8498
725,2207
840,374
7565,1707
1923,6134
7206,6271
259,3550
9277,1405
3435,524
174,1549
8527,5134
2062,4037
4525,7725
417,5828
1141,4654
403,8745
8056,5901
9013,3085
6494,4114
1629,74
746,8838
1382,2373
2131,4076
3897,3325
3325,8141
6940,251
3723,3885
4545,5380
7600,1579
1963,2826
2040,3380
5076,6499
1675,5460
4417,1148
514,2834
946,4025
8279,43
1475,2473
295,6462
3468,1828
214,4499
1725,506
2883,413
4179,5646
9940,712
16,5276
3932,9194
2881,5686
6298,7718
7218,5215
1908,2872
7665,4333
7002,5611
7600,1317
2718,9111
51,354
6890,5576
6485,932
4720,6038
1292,3967
4684,4374
4738,477
7952,5032
7815,2947
2323,2363
741,3362
3815,7917
7943,5227
5095,5649
9392,54
7277,4813
1643,3182
7570,3235
2141,5961
381,1005
255,5831
2014,8678
1737,3675
2700,319
4810,3551
7375,2119
1443,9407
2286,2687
7301,6176
3410,6740
3931,7307
7161,185
6884,6476
2150,8694
5848,331
5481,6208
7315,2150
2834,4595
5153,2678
6592,121
1982,4322
6559,4771
2225,1740
6476,4310
1811,4910
3328,8238
5170,2960
1454,3246
8118,3408
4135,2117
9251,1468
8631,1921
8351,504
6000,7254
6663,6600
4008,6362
2887,7720
1674,5506
1974,8042
7201,6152
434,1080
6589,5868
8824,1052
3605,1766
8792,3252
5616,4039
2957,1533
6472,45
9165,1756
5464,7878
1588,3794
1077,9519
5734,1741
8008,2069
8818,1675
5000,2978
1001,5900
4512,6968
5792,2922
7363,2030
2211,7238
989,436
8610,1824
7471,4985
2707,910
8839,3381
4950,3033
1886,3532
3295,2276
2791,5757
2779,2090
256,6463
3653,5983
4233,1614
6958,3247
7619,4323
9852,1162
2362,4670
2742,878
3805,2906
1312,1058
2482,6048
3541,8880
6036,6374
3085,1325
500,5847
4601,3403
1359,1163
808,1343
4243,5609
3688,5882
9250,3750
2408,9138
3533,6038
2991,4268
8394,2693
3411,5609
1010,6926
9290,797
3115,1780
1104,1388
2093,8653
2339,2367
5321,6425
2225,7423
2485,8607
218,4693
810,7062
3632,7493
507,7054
1164,3135
3903,6740
8951,460
5759,7632
1099,9514
472,2240
5560,6044
1614,8696
4550,3836
1497,8631
4968,1373
4131,8361
7193,2868
6874,784
8114,5081
1705,9182
5931,2498
4297,3260
2685,5176
2778,3704
1325,6408
2825,685
2639,8507
8412,3020
1127,3228
1229,3955
1582,5498
146,3563
4503,4446
2307,9652
1197,3767
2803,8536
679,2057
3927,7894
1525,75
6230,4522
123,390
4807,7410
8291,5501
5715,833
4151,623
2844,9518
3794,7169
6406,5037
6573,2299
6362,5098
3332,6076
323,8322
5884,4817
1442,4536
1488,9199
3685,1567
2455,4535
3149,8959
6929,1685
6856,1095
4974,3054
9336,176
7229,6826
1481,920
6347,262
4437,5403
982,8099
2845,3779
7373,3800
395,2874
2121,5483
3157,7051
4507,5455
4080,3179
7949,4933
7271,4859
9434,3073
4874,4945
1701,3047
9195,1490
4082,8494
9356,714
39,2734
1521,5782
6201,3105
1298,5204
1758,9760
900,9407
7835,5532
8686,1943
7372,5812
315,79
3353,4890
5289,2148
3553,401
571,9438
2229,170
1595,8636
840,7670
4021,5768
5806,5875
2523,3874
7490,3427
2781,4619
5623,7577
9799,1897
2876,8267
2630,7060
798,5238
4544,5562
5534,6753
1762,5522
8008,1491
1164,5022
437,314
8088,1722
2128,8449
5180,5740
5924,6659
7,5370
1041,9305
4603,33
6991,1544
5196,3656
8201,4915
7194,6299
8136,1386
6274,1263
1400,6394
4251,5018
4060,2517
3888,8021
2021,971
8974,675
5160,7897
1489,9217
1518,7013
318,75
1733,9142
264,1580
2379,7787
62,4773
1342,7995
7489,1221
5202,4947
9906,876
2302,5911
2223,5340
2847,5072
2727,1190
5087,7288
5296,7938
198,440
6986,977
200,883
8089,3595
4350,6345
4441,6890
7569,3249
2159,1700
4215,1770
767,6535
2388,4788
778,8070
3837,3474
3090,2412
889,3946
3056,7136
4591,238
3070,1380
6590,5759
3038,4955
56,9413
8896,383
3576,374
4604,6213
5019,5105
5093,1283
3709,6632
2394,1710
2523,6633
4828,6102
1147,3105
4356,7854
2592,1435
3856,1303
976,4569
6710,6860
1341,980
5187,998
3646,9308
1617,406
28,5984
7793,5475
6629,5117
4320,6872
4986,1853
5511,8336
3089,5698
4735,661
2189,5938
6677,6799
3587,5964
6028,3774
8227,517
2177,5431
3675,8012
6884,3231
8807,1506
6716,3366
570,8227
7268,4864
6684,3558
1150,2748
348,4061
6387,6042
510,4623
7056,4197
4817,1928
652,3247
2301,6108
3636,1796
8524,4059
5039,5639
2256,4167
7104,3934
1021,7552
4235,4133
5014,1694
1316,4531
9998,41
8618,2541
5604,7024
831,2836
9300,1948
8012,5956
1432,457
4228,3829
3069,2786
3518,3925
9821,1356
848,2180
5622,3225
2104,4281
1749,3076
9105,2162
3456,7998
2130,2024
296,7067
1364,8621
1703,5114
3952,8441
6807,1265
1462,3038
1536,6869
258,2353
769,517
6202,1268
5105,1286
3606,6904
1613,3628
5997,3620
3673,7312
3474,1795
5849,4081
9012,3182
8196,40
7760,4528
2524,5282
1347,8004
3202,4179
3909,1295
4243,3032
4615,4411
3561,8831
7384,3934
2589,5871
8740,465
3080,3455
3210,8767
5327,5605
2907,6362
7159,4158
4390,5399
2437,3177
8306,3324
5836,6762
9962,173
8201,5625
4962,4152
4741,6908
5783,2658
1281,5583
2670,3880
5657,3962
4414,923
3659,5427
6304,3293
4976,5927
2377,9638
4853,4994
6719,2079
9486,29
2103,1036
310,9350
1391,4577
8458,4102
5483,7540
889,5130
4608,8381
8715,3965
4226,3284
1133,1894
2213,7217
4290,1828
3951,7286
8813,238
2975,6361
4182,5743
7745,2931
4352,4917
5321,5370
6887,1865
9237,1887
5339,2129
333,2784
8938,646
5347,2442
4163,1984
6122,2236
4135,86
6923,5579
278,3472
9271,2409
7116,468
70,4500
6927,3426
5113,7277
7092,671
6015,4787
1781,2093
1284,1731
1447,8881
4000,7734
5603,3440
514,797
2767,2087
0,5848
2900,2786
1019,2090
291,4045
8481,2293
895,7450
2093,9081
5715,1585
1234,5818
8717,2035
4492,1077
4808,4104
3585,1832
6038,2334
5120,6622
2278,560
1313,3226
1069,1068
687,686
1745,6178
5074,990
503,5909
890,5246
3704,4537
6236,1714
1174,4409
3523,323
2635,701
3398,5605
7151,3919
1667,6138
7877,5454
3386,1046
5855,2625
6494,774
5383,2584
7658,155
6622,2095
1039,5248
1285,2517
3983,7355
2996,6379
3048,8218
7068,5518
8952,556
2133,2082
3041,8983
2504,7129
901,9437
3978,660
5854,2501
8727,793
5756,5914
8286,573
1131,9278
2694,5277
4184,7047
5275,5720
3156,6199
3892,6715
8675,4053
1515,6913
2280,8039
4106,2210
617,3987
1309,6356
9430,276
1567,9183
4428,1693
460,4110
7839,5406
2574,8439
905,9868
1456,6179
247,5731
112,8148
8370,2989
321,5974
4995,2000
1947,6760
8102,1820
3086,4958
8231,692
710,3425
4197,7776
7237,5879
5259,7224
1679,6858
1098,6258
1999,2166
911,5063
3118,4351
4633,5300
6402,6837
2859,5704
139,6508
3068,8952
322,7505
19,8981
2658,550
528,8715
1176,2734
3118,1626
4387,8274
1449,6913
4999,6712
2068,627
4895,6504
43,7775
7589,1774
2901,8920
2628,7766
529,9449
6733,1777
2829,7236
2732,4639
1448,8620
5008,1703
687,2693
445,8787
1795,8025
393,8977
6783,3553
6706,5666
5711,1042
398,4503
224,4540
3719,9215
2780,1824
1048,1253
6051,6378
5562,6981
3181,4190
7085,5309
2340,1838
1016,3805
3155,1567
5594,3423
5844,4071
4693,8050
7230,5210
1936,4232
2746,8958
7068,2810
3974,4329
3742,7202
2516,1601
2466,3167
3972,2468
366,3438
636,2917
1638,9368
3315,2509
5011,5749
6401,1214
4251,3839
5298,7100
1625,5067
8622,1653
2052,4270
7355,5911
8488,3954
6027,5478
6289,6287
197,393
2752,4489
6608,4745
1421,8623
4853,7290
2508,7345
3076,1331
4352,4839
8090,614
3331,8270
3920,1163
6962,4291
1193,8651
3806,4287
64,2904
2635,612
4449,984
739,5229
1681,2434
2284,2734
4861,5886
2227,4086
4297,4705
3114,9036
5527,7814
487,1607
2115,436
6779,3567
8994,4233
5223,3723
418,8382
689,7737
9365,48
6374,555
6379,1072
1587,3151
1242,921
7297,2403
3850,6065
4220,8589
5940,7213
1481,616
5187,8475
9334,284
2474,1501
41,9595
9948,307
536,8128
3694,9293
7005,4143
8930,3240
8577,2433
7348,1827
7560,5587
2116,1068
2964,8283
7776,3915
4707,2552
1485,8576
4031,5735
1074,3280
3308,4810
3498,2079
5570,1380
6229,7264
1977,3441
7873,5140
2082,4324
2507,2173
4037,7068
2739,7269
2994,6348
628,8316
1664,8599
3103,7590
3021,4473
1777,1598
109,5714
6484,3852
2637,2144
5836,6703
6786,7267
1074,9386
5775,6659
2510,5210
8736,1470
4899,4305
8944,588
4347,8970
5591,7511
5497,6950
978,1438
5146,5507
1253,1966
3764,8744
4651,7566
8089,1062
5690,7627
887,3340
811,6507
4547,5379
4505,5341
4505,8437
3723,5850
5765,2674
7017,506
6815,4529
8812,4533
2450,4580
7850,2493
3844,4266
1846,2238
190,9513
391,328
3717,6766
2967,1818
4562,7625
1938,4362
8504,3952
751,820
260,2137
436,6546
6508,1065
4004,4308
5445,6322
3072,2448
4082,3096
786,5152
7840,5249
3001,8840
6533,6918
6951,4438
5790,1539
6887,5626
2869,5698
368,196
6892,4669
6852,1044
6278,3081
8796,536
203,7177
2040,5461
6533,3889
1472,8658
328,5797
4854,2132
3432,989
2670,7874
8314,865
553,2745
8877,543
5701,1796
252,2154
9436,1166
5202,8521
8857,3270
5226,7053
159,6487
8318,5440
8812,3738
920,7026
2990,3682
4944,7935
8014,1781
1211,6186
6530,5272
6297,2876
2401,4501
3720,8721
4176,1887
136,6421
3897,7968
5006,6376
4042,245
5298,6393
2827,7081
5800,90
5858,2484
3673,5300
482,2838
4537,5475
2046,8460
5051,1644
4273,8938
4528,4532
452,6416
3995,211
7304,6089
5083,1389
2536,938
300,7529
2539,1213
7454,2280
2915,8203
5605,4448
6693,5633
8118,946
3345,2478
2898,7043
2123,9108
275,1591
5930,164
6923,651
5100,783
8713,237
2682,5759
8525,2562
3529,7562
5176,3804
1916,4375
2788,9108
5485,1898
3966,920
794,9368
2866,4985
2750,983
583,2774
1163,8854
8108,4759
7123,2690
3609,3644
593,8805
6133,7281
5404,1888
5734,1302
2296,8519
1814,6765
6379,509
989,6836
7950,4973
7963,1721
8425,2850
383,5731
7921,2080
4438,6218
5531,1758
6664,3526
4571,8315
4889,3146
3645,1409
6451,5119
904,8879
4840,7460
1729,6961
4238,5545
6330,7711
6886,7131
332,1640
6760,6649
5457,6966
8283,418
2040,2885
95,4606
3035,6984
331,6458
8347,3261
1170,7518
366,4588
3297,8790
1193,9838
767,2269
839,1550
7733,2618
1761,1452
475,4145
2932,2886
2303,6622
4589,6868
1782,5449
9,3309
6170,2019
2513,3798
6978,1680
7532,4516
3217,2432
3007,8842
3298,935
4257,1629
3466,751
1235,1864
1192,2676
6801,4576
9763,2065
707,5058
72,2964
7051,1235
5712,7686
2063,4947
5352,4511
577,31
6641,3647
9098,2553
8914,957
1188,6301
5882,5867
4286,3101
4161,4112
3447,5461
6558,2946
2992,3599
420,8873
5269,6195
1690,5585
5916,2782
4970,3343
4446,7755
5851,940
5313,8385
7438,1632
2273,8518
5724,6626
2164,1978
7801,5479
2915,1778
7271,6832
167,7663
4080,7953
7333,4877
3180,7458
4937,6537
4152,7913
4209,1599
2365,4001
8313,1089
371,8156
61,6404
3775,3636
8709,3403
5576,6791
5187,2857
1388,9844
3094,2786
3308,4068
634,9558
5665,4387
4048,3142
175,8931
5210,3574
4887,7455
6684,2520
394,5348
8126,4676
3321,6279
3753,5097
2895,3788
6856,6418
3861,5288
2801,9017
8973,2678
4378,6361
2396,1480
6056,1838
3438,4799
3969,6666
6504,775
6282,4500
4982,8177
2637,8538
3386,5614
1186,1236
6162,3430
9337,2184
7060,6355
6424,5915
6206,4223
4577,8297
5258,3473
310,170
3482,9360
1511,1467
7602,3556
1535,486
6168,6332
2652,7783
8324,1109
2771,7751
4313,6210
1661,289
5745,8179
2291,6156
2783,846
3264,4275
5003,8548
7024,488
8183,4595
6508,2301
5276,3764
7642,212
741,9357
2852,3011
6661,2655
7422,1461
6325,6935
4642,1135
401,9372
3447,1959
401,2206
787,3301
1182,1776
3770,6583
4961,1773
9217,1349
118,2789
4029,7145
4230,2052
4081,8602
9304,3605
313,8986
7009,2872
3540,6808
1017,250
5577,7053
7129,6087
6177,5655
6202,3392
6824,6547
690,4100
8019,2005
4138,5733
3499,1865
585,6918
5254,601
5217,3938
7792,6148
5583,1901
2624,9141
1406,8190
2299,4624
8241,1161
2466,7754
5201,5727
7047,6290
2316,2754
5618,1563
9034,4257
105,2707
2675,1037
3602,1822
4077,772
9313,1041
2408,2637
8188,5654
6386,4351
3373,3975
4091,5642
5874,4884
1751,3594
4739,3293
8106,3905
304,3470
7854,2031
6965,6525
4904,4339
3861,6565
359,6903
6826,1332
5522,3221
1328,1868
6401,2877
1611,6803
8675,850
3611,2133
2491,3160
542,2033
5756,1091
7157,2852
7937,2129
5470,2002
4531,4467
1602,7982
4730,3203
8166,4471
5324,425
1394,8076
3048,4911
449,314
6398,4992
1186,8790
4806,8152
4403,1529
2966,4503
8447,2842
2286,373
6895,1383
245,1150
2563,7718
6440,3204
2000,5553
2420,7792
2544,6462
784,8200
6888,1574
6170,7343
5759,360
5857,2607
8153,1185
271,4176
2053,8055
4843,7374
5392,5364
698,8223
4550,1141
2663,3189
3982,490
7004,1152
2831,379
1542,8591
2622,2111
770,2742
3971,3316
6090,5579
1644,4962
5219,756
952,4580
4096,8005
6099,7845
3391,938
18,8138
5721,5855
8323,2771
2392,5835
1200,1304
4217,6245
1927,3519
5444,5299
8074,1095
3939,8658
725,8278
1646,4455
3464,8154
3482,7403
5725,232
5975,5534
5396,3501
6743,4975
1890,1015
4448,3609
607,3888
4980,6549
6219,1377
1672,8636
4943,1553
5572,1691
1351,9429
5711,973
9272,2463
7562,883
4340,4074
5051,5852
8864,997
7681,1102
1657,6741
4856,6722
4098,1942
6356,1585
2780,7847
3651,4391
9368,3309
6886,4660
661,6438
4795,2387
7633,124
1433,1042
6864,3536
5659,8160
3516,3025
3075,1865
3618,1749
1028,8096
1637,9268
5311,5704
1779,7326
6951,173
376,7077
1047,4652
472,5952
9258,1841
7487,4989
1679,7
4768,3412
7677,2609
3511,1784
668,8253
9379,244
2359,3180
19,5830
6593,4718
1309,1705
4404,6290
8325,61
1914,6885
6201,5541
3008,1824
